Issue,Description,text
iPhone camera not focusing properly,"Customer's iPhone XS, purchased in March 2020, is having issues with the camera not focusing properly. They live in San Antonio and have Xfinity as their internet provider. They have tried cleaning the camera lens and resetting camera settings, but the issue persists.","###Human:
generate a detailed description prompt for iPhone camera not focusing properly

###Assistant:
Customer's iPhone XS, purchased in March 2020, is having issues with the camera not focusing properly. They live in San Antonio and have Xfinity as their internet provider. They have tried cleaning the camera lens and resetting camera settings, but the issue persists."
MacBook Pro trackpad registering phantom clicks,"Customer's MacBook Pro 15-inch, purchased in July 2021, is registering phantom clicks on the trackpad. They are located in Portland and use Comcast as their internet provider. They have tried adjusting trackpad settings and resetting SMC, but the issue persists.","###Human:
generate a detailed description prompt for MacBook Pro trackpad registering phantom clicks

###Assistant:
Customer's MacBook Pro 15-inch, purchased in July 2021, is registering phantom clicks on the trackpad. They are located in Portland and use Comcast as their internet provider. They have tried adjusting trackpad settings and resetting SMC, but the issue persists."
iPad Pro screen flickering at low brightness,"Customer's iPad Pro 11-inch, purchased in November 2022, is experiencing screen flickering at low brightness. They reside in Orlando and have Spectrum as their internet provider. They have tried adjusting display settings and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for iPad Pro screen flickering at low brightness

###Assistant:
Customer's iPad Pro 11-inch, purchased in November 2022, is experiencing screen flickering at low brightness. They reside in Orlando and have Spectrum as their internet provider. They have tried adjusting display settings and updating iOS, but the issue persists."
Apple Music not downloading songs for offline playback on iPhone,"Customer's Apple Music subscription is not allowing them to download songs for offline playback on their iPhone 12 Pro, purchased in March 2023. They live in Tampa and have Xfinity as their internet provider. They have tried signing out and back into Apple Music and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for Apple Music not downloading songs for offline playback on iPhone

###Assistant:
Customer's Apple Music subscription is not allowing them to download songs for offline playback on their iPhone 12 Pro, purchased in March 2023. They live in Tampa and have Xfinity as their internet provider. They have tried signing out and back into Apple Music and updating iOS, but the issue persists."
Face ID not working after screen replacement on iPad,"Customer's Face ID on their iPad Air 4, purchased in December 2021, is not working properly after a screen replacement. They are located in Sacramento and use AT&T as their internet provider. They have tried resetting Face ID and restoring from backup, but the issue persists.","###Human:
generate a detailed description prompt for Face ID not working after screen replacement on iPad

###Assistant:
Customer's Face ID on their iPad Air 4, purchased in December 2021, is not working properly after a screen replacement. They are located in Sacramento and use AT&T as their internet provider. They have tried resetting Face ID and restoring from backup, but the issue persists."
iCloud Photo Library not updating on iMac,"Customer's iCloud Photo Library on their iMac Pro, purchased in August 2022, is not updating. They reside in Pittsburgh and have Verizon Fios as their internet provider. They have tried resetting iCloud settings and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for iCloud Photo Library not updating on iMac

###Assistant:
Customer's iCloud Photo Library on their iMac Pro, purchased in August 2022, is not updating. They reside in Pittsburgh and have Verizon Fios as their internet provider. They have tried resetting iCloud settings and updating macOS, but the issue persists."
Apple Watch not receiving notifications from iPhone,"Customer's Apple Watch Series 5, purchased in October 2021, is not receiving notifications from their iPhone. They live in St. Louis and have Comcast as their internet provider. They have tried unpairing and repairing the devices and updating watchOS, but the issue persists.","###Human:
generate a detailed description prompt for Apple Watch not receiving notifications from iPhone

###Assistant:
Customer's Apple Watch Series 5, purchased in October 2021, is not receiving notifications from their iPhone. They live in St. Louis and have Comcast as their internet provider. They have tried unpairing and repairing the devices and updating watchOS, but the issue persists."
iPhone not ringing for incoming calls,"Customer's iPhone 12 Pro Max, purchased in June 2023, is not ringing for incoming calls. They are located in Cincinnati and use Spectrum as their internet provider. They have tried toggling Do Not Disturb mode and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for iPhone not ringing for incoming calls

###Assistant:
Customer's iPhone 12 Pro Max, purchased in June 2023, is not ringing for incoming calls. They are located in Cincinnati and use Spectrum as their internet provider. They have tried toggling Do Not Disturb mode and updating iOS, but the issue persists."
iMac freezing randomly during use,"Customer's iMac 24-inch, purchased in September 2022, is freezing randomly during use. They reside in Honolulu and have Hawaiian Telcom as their internet provider. They have tried running diagnostics and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for iMac freezing randomly during use

###Assistant:
Customer's iMac 24-inch, purchased in September 2022, is freezing randomly during use. They reside in Honolulu and have Hawaiian Telcom as their internet provider. They have tried running diagnostics and updating macOS, but the issue persists."
iPad not charging with third-party charger,"Customer's iPad Air 3, purchased in May 2021, is not charging with a third-party charger. They live in Milwaukee and are connected to the internet via AT&T. They have tried using a different charger and resetting the iPad, but the issue persists.","###Human:
generate a detailed description prompt for iPad not charging with third-party charger

###Assistant:
Customer's iPad Air 3, purchased in May 2021, is not charging with a third-party charger. They live in Milwaukee and are connected to the internet via AT&T. They have tried using a different charger and resetting the iPad, but the issue persists."
Apple TV remote unresponsive to button presses,"Customer's Apple TV HD, purchased in February 2023, is unresponsive to button presses on the remote. They are located in Kansas City and use Spectrum as their internet provider. They have tried replacing the remote batteries and resetting the Apple TV, but the issue persists.","###Human:
generate a detailed description prompt for Apple TV remote unresponsive to button presses

###Assistant:
Customer's Apple TV HD, purchased in February 2023, is unresponsive to button presses on the remote. They are located in Kansas City and use Spectrum as their internet provider. They have tried replacing the remote batteries and resetting the Apple TV, but the issue persists."
iTunes Store not loading on MacBook Air,"Customer's iTunes Store is not loading on their MacBook Air M1, purchased in November 2021. They reside in Richmond and have Xfinity as their internet provider. They have tried clearing cache and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for iTunes Store not loading on MacBook Air

###Assistant:
Customer's iTunes Store is not loading on their MacBook Air M1, purchased in November 2021. They reside in Richmond and have Xfinity as their internet provider. They have tried clearing cache and updating macOS, but the issue persists."
iPhone speaker crackling during calls,"Customer's iPhone 13, purchased in April 2022, is experiencing crackling sound from the speaker during calls. They live in Oklahoma City and use Cox Communications as their internet provider. They have tried adjusting call volume and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for iPhone speaker crackling during calls

###Assistant:
Customer's iPhone 13, purchased in April 2022, is experiencing crackling sound from the speaker during calls. They live in Oklahoma City and use Cox Communications as their internet provider. They have tried adjusting call volume and updating iOS, but the issue persists."
iMessage not syncing across MacBook and iPhone,"Customer's iMessage is not syncing across their MacBook Pro 13-inch, purchased in February 2022, and iPhone 13 Mini, purchased in July 2023. They reside in New Orleans and have Cox Communications as their internet provider. They have tried signing out and back into iMessage and updating both devices, but the issue persists.","###Human:
generate a detailed description prompt for iMessage not syncing across MacBook and iPhone

###Assistant:
Customer's iMessage is not syncing across their MacBook Pro 13-inch, purchased in February 2022, and iPhone 13 Mini, purchased in July 2023. They reside in New Orleans and have Cox Communications as their internet provider. They have tried signing out and back into iMessage and updating both devices, but the issue persists."
MacBook Pro fan running at full speed constantly,"Customer's MacBook Pro 14-inch, purchased in August 2021, is experiencing the fan running loudly constantly. They are located in Memphis and use Comcast as their internet provider. They have tried resetting SMC and cleaning the fan vents, but the issue persists.","###Human:
generate a detailed description prompt for MacBook Pro fan running at full speed constantly

###Assistant:
Customer's MacBook Pro 14-inch, purchased in August 2021, is experiencing the fan running loudly constantly. They are located in Memphis and use Comcast as their internet provider. They have tried resetting SMC and cleaning the fan vents, but the issue persists."
iPad apps crashing upon launch,"Customer's iPad Mini 6th Gen, purchased in October 2022, is facing issues with apps freezing frequently. They live in Louisville and have Spectrum as their internet provider. They have tried closing background apps and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for iPad apps crashing upon launch

###Assistant:
Customer's iPad Mini 6th Gen, purchased in October 2022, is facing issues with apps freezing frequently. They live in Louisville and have Spectrum as their internet provider. They have tried closing background apps and updating iOS, but the issue persists."
Apple Music not recognizing user's liked songs,"Customer's Apple Music subscription is not recognizing their liked songs on their iPhone XS, purchased in December 2019. They reside in Albuquerque and are connected to the internet via CenturyLink. They have tried signing out and back into Apple Music and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for Apple Music not recognizing user's liked songs

###Assistant:
Customer's Apple Music subscription is not recognizing their liked songs on their iPhone XS, purchased in December 2019. They reside in Albuquerque and are connected to the internet via CenturyLink. They have tried signing out and back into Apple Music and updating iOS, but the issue persists."
AirPods case not charging with USB-C cable,"Customer reports that their AirPods case, purchased in January 2023, is not charging properly with a USB-C cable. They live in Buffalo and have Spectrum as their internet provider. They have tried using a different cable and resetting the case, but the issue persists.","###Human:
generate a detailed description prompt for AirPods case not charging with USB-C cable

###Assistant:
Customer reports that their AirPods case, purchased in January 2023, is not charging properly with a USB-C cable. They live in Buffalo and have Spectrum as their internet provider. They have tried using a different cable and resetting the case, but the issue persists."
App Store not updating apps on iMac,"Customer's App Store is not updating apps on their iMac Pro, purchased in May 2021. They are located in Salt Lake City and use Comcast as their internet provider. They have tried clearing App Store cache and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for App Store not updating apps on iMac

###Assistant:
Customer's App Store is not updating apps on their iMac Pro, purchased in May 2021. They are located in Salt Lake City and use Comcast as their internet provider. They have tried clearing App Store cache and updating macOS, but the issue persists."
iPhone overheating while using camera,"Customer's iPhone 12, purchased in September 2022, is overheating while using the camera. They reside in Baltimore and have Verizon Fios as their internet provider. They have tried closing background apps and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for iPhone overheating while using camera

###Assistant:
Customer's iPhone 12, purchased in September 2022, is overheating while using the camera. They reside in Baltimore and have Verizon Fios as their internet provider. They have tried closing background apps and updating iOS, but the issue persists."
MacBook battery not holding charge,"Customer's MacBook, purchased in December 2021, is not holding charge properly. They live in San Jose and have AT&T as their internet provider. They have tried resetting SMC and calibrating the battery, but the issue persists.","###Human:
generate a detailed description prompt for MacBook battery not holding charge

###Assistant:
Customer's MacBook, purchased in December 2021, is not holding charge properly. They live in San Jose and have AT&T as their internet provider. They have tried resetting SMC and calibrating the battery, but the issue persists."
iPad screen registering ghost touches,"Customer's iPad Pro 11-inch, purchased in August 2020, is registering ghost touches on the screen. They are located in Raleigh and use Spectrum as their internet provider. They have tried cleaning the screen and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for iPad screen registering ghost touches

###Assistant:
Customer's iPad Pro 11-inch, purchased in August 2020, is registering ghost touches on the screen. They are located in Raleigh and use Spectrum as their internet provider. They have tried cleaning the screen and updating iOS, but the issue persists."
Apple Watch battery draining overnight,"Customer's Apple Watch Series 6, purchased in January 2022, is experiencing rapid battery draining overnight. They reside in Sacramento and have Xfinity as their internet provider. They have tried restarting the watch and disabling unnecessary features, but the issue persists.","###Human:
generate a detailed description prompt for Apple Watch battery draining overnight

###Assistant:
Customer's Apple Watch Series 6, purchased in January 2022, is experiencing rapid battery draining overnight. They reside in Sacramento and have Xfinity as their internet provider. They have tried restarting the watch and disabling unnecessary features, but the issue persists."
